"Hull","Name","Name (Hull)","Ship Alt Title","Ship Type","Class","UIC","Status","Fleet","Date Status Last Changed","Homeport","Maintenance Category","Berth","Force","Builder","Award Date","Commission Date","Keel Date","Inactivation Date","Launch Date","Decommission Date","Delivery Date","InService Date","Out Service Date","Stricken Date","Overall Length","Waterline Length","Extreme Beam","Waterline Beam","Max Navigational Draft","Draft Limit","Light Displacement","Full Displacement","Dead Weight","Hull Material","No. of Propellers","No. of Waterjets","Propulsion Type","Accommodations Officers","Accommodations Enlisted","Custodian","Planning Yard","Nuclear Planning Yard","Ships Program Manager","Comments","Last Updated"
"DE 139","FARQUHAR","FARQUHAR (DE 139)","","ESCORT SHIP","DE 129","02839","Disposed of, by Navy Sale","","04/01/1974","","","","","","","08/05/1943","","","","06/14/1946","","","","10/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","03/04/2002"
"DDG 37","FARRAGUT","FARRAGUT (DDG 37)","(ex - DL 6, DLG 6)","GUIDED MISSILE DESTROYER","DDG 37","52231","Disposed of by Dismantling (Scrapping/Recycling)","","12/15/2006","","","","","BETHLEHEM STL/QCY","01/27/1956","12/10/1960","06/03/1957","","07/18/1958","10/31/1989","12/08/1960","","","11/20/1992","","","","","","","","","","","","","Steam Turbines","","","","","","","","12/12/2017"
"DDG 99","FARRAGUT","USS FARRAGUT (DDG 99)","","GUIDED MISSILE DESTROYER","DDG 51","23150","Active, in commission","U.S. ATLANTIC FLEET","05/04/2006","MAYPORT, FL","","","Battle Force","Bath Iron Works Corp.","03/06/1998","06/10/2006","01/07/2004","","07/09/2005","","01/06/2006","","","","510 ft","471 ft","66 ft","59 ft","32 ft","22 ft","7134 tons","9515 tons","2381 tons","Steel hull, steel superstructure.","2","","Gas Turbines","30","282","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"MSO 442","FEARLESS","FEARLESS (MSO 442)","(ex - AM 442)","MINESWEEPER,OCEAN","MSO 422","07972","Disposed of, by Navy Sale","","12/01/1992","","","","","Higgins Inc.","","09/22/1954","","","07/17/1953","10/31/1990","","","","10/28/1990","","","","","","","","","","","","","Diesel","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","09/05/2001"
"AK 180","FENTRESS","FENTRESS (AK 180)","(ex - MC 2376)","CARGO SHIP","AK 156","01830","Disposed of, hull transfered to foreign government (not SAP)","","04/01/1982","","","","","","05/02/1944","05/04/1945","01/22/1945","","03/10/1945","","05/04/1945","","","10/15/1973","","","","","","","","","","","","","","","","TRUST TERRITORY OF PACIFIC","","","","","03/04/2002"
"MSO 443","FIDELITY","FIDELITY (MSO 443)","(ex - AM 443)","MINESWEEPER,OCEAN","MSO 422","07973","Disposed of, by Navy Sale","","08/16/1990","","","","","","","01/09/1955","","","08/21/1953","05/19/1989","","","","06/16/1989","","","","","","","","","","","","","Diesel","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","09/30/2004"
"DD 991","FIFE","FIFE (DD 991)","","DESTROYER","DD 963","20838","Disposed of in support of Fleet training exercise","","08/23/2005","","","","","Ingalls Shipbuilding Corp.","01/15/1975","05/31/1980","03/06/1978","","05/01/1979","02/28/2003","05/05/1980","","","04/06/2004","563 ft","529 ft","55 ft","55 ft","32 ft","23 ft","6646 tons","9084 tons","2438 tons","Steel hull, aluminum superstructure.","2","","Gas Turbines","24","272","US NAVY","","","","","09/01/2005"
"SSN 670","FINBACK","FINBACK (SSN 670)","","SUBMARINE (NUCLEAR-POWERED)","SSN 637","05152","Disposed of by submarine recycling","","10/30/1997","","","","","Newport News Shipbuilding","03/09/1965","02/04/1970","06/26/1967","","12/07/1968","03/28/1997","02/01/1970","","","03/28/1997","292 ft","","32 ft","","29 ft","","4001 tons","4292 tons","291 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","14","95","PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)","","","","","11/06/1997"
"DER 328","FINCH","FINCH (DER 328)","(ex - DE 328)","RADAR PICKET ESCORT SHIP","DER 386","03028","Disposed of, by Navy Sale","","09/01/1974","","","","","","","12/13/1943","","","","","","","","02/01/1974","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","03/04/2002"
"PC 10","FIREBOLT","FIREBOLT (PC 10)","","PATROL COASTAL","PC 1","22144","Disposed of through Foreign Military Transfer (Sale)","","02/23/2022","","","","","Bollinger Machine Shop & Shipyard","07/19/1991","06/10/1995","09/17/1993","","06/10/1994","02/23/2022","02/07/1995","","","02/23/2022","179 ft","158 ft","25 ft","25 ft","9 ft","9 ft","335 tons","400 tons","65 tons","Steel hull, aluminum superstructure.","4","","Diesel Engines","4","26","","","","","","04/05/2022"
"MSCO 10","FIRECREST","FIRECREST (MSCO 10)","(ex - AMS 10)","MINESWEEPER COASTAL, OLD","","16231","Disposed of in support of Fleet training exercise","","08/01/1969","","","","","","","","","","","","","","","03/31/1967","","","","","","","","","","","","","","","","US NAVY","","","","","01/31/2002"
"AE 14","FIREDRAKE","FIREDRAKE (AE 14)","(ex - MC 1379)","AMMUNITION SHIP","AE 12","08314","Disposed of by MARAD sale","","12/01/1977","","","","","","09/10/1942","06/21/1944","03/13/1944","","05/12/1944","","06/21/1944","","","07/15/1976","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","12/10/2001"
"MSO 444","FIRM","FIRM (MSO 444)","(ex - AM 444)","MINESWEEPER,OCEAN","MSO 422","07974","Disposed of, by Navy Sale","","06/01/1977","","","","","","","10/12/1954","","","","","","","","07/01/1977","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","09/30/2004"
"T-AKR 301","FISHER","USNS FISHER (T-AKR 301)","","VEHICLE CARGO SHIP","AKR 300","22247","Military Sealift Command (MSC), in service, contract operated","MSC U.S. ATLANTIC COAST","08/04/1999","","","","Strategic Sealift Force","Avondale Industries","09/27/1994","","04/15/1996","","10/21/1997","","08/04/1999","08/04/1999","","","949 ft","889 ft","106 ft","106 ft","33 ft","37 ft","33491 tons","67513 tons","34022 tons","Steel hull, steel superstructure.","2","","Diesel Electric","13","32","MILITARY SEALIFT COMMAND","Military Sealift Command","","MSC","","06/13/2022"
"DD 842","FISKE","FISKE (DD 842)","(ex - DDR 842)","DESTROYER","DD 710","52142","Disposed of through the Security Assistance Program (SAP), transferred, Foreign Assistance Act (FAA) Section 516, Southern Region Amendment","","08/17/1988","","","","","Bath Iron Works Corp.","07/19/1940","11/28/1945","04/09/1945","","09/08/1945","","11/28/1945","","","","","","","","","","","","","Steel hull, steel superstructure.","","","Steam Turbines","","","TURKEY","","","","","03/13/2001"
"DD 462","FITCH","FITCH (DD 462)","(ex - DMS 25)","DESTROYER","DD 423","04462","Disposed of in support of Fleet training exercise","","11/01/1973","","","","","","","02/03/1942","","","","02/24/1956","","","","07/01/1971","","","","","","","","","","","","","","","","US NAVY","","","","","03/04/2002"
"DDG 62","FITZGERALD","USS FITZGERALD (DDG 62)","","GUIDED MISSILE DESTROYER","DDG 51","21824","Active, in commission","U.S. PACIFIC FLEET","10/14/1995","SAN DIEGO, CA","","","Battle Force","Bath Iron Works Corp.","02/22/1990","10/14/1995","02/09/1993","","01/29/1994","","07/28/1995","","","","505 ft","466 ft","66 ft","59 ft","31 ft","22 ft","6800 tons","8960 tons","2160 tons","Steel hull, steel superstructure.","2","","Gas Turbines","26","330","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"SSN 613","FLASHER","FLASHER (SSN 613)","","SUBMARINE (NUCLEAR-POWERED)","SSN 594","05121","Disposed of by submarine recycling","","05/11/1994","","","","","General Dynamics Electric Boat","06/09/1960","07/22/1966","04/14/1961","","06/22/1963","09/14/1992","08/26/1966","","","09/14/1992","","","","","","","","","","","","","Steam Turbine (Nuclear)","","","","","","","","12/05/2019"
"FFG 21","FLATLEY","FLATLEY (FFG 21)","","GUIDED MISSILE FRIGATE","FFG 7","20974","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","10/10/2001","","","","","Bath Iron Works Corp.","02/28/1977","06/20/1981","11/13/1979","","05/15/1980","05/11/1996","05/08/1981","","","10/10/2001","445 ft","408 ft","47 ft","47 ft","25 ft","16 ft","2887 tons","3768 tons","881 tons","Steel hull, aluminum superstructure.","1","","Gas Turbines","17","195","TURKEY","","","","","07/14/2004"
"DD 992","FLETCHER","FLETCHER (DD 992)","","DESTROYER","DD 963","20839","Disposed of in support of Fleet training exercise","","07/16/2008","","","","","Ingalls Shipbuilding Corp.","01/15/1975","07/12/1980","04/24/1978","","06/16/1979","10/01/2004","06/16/1980","","","10/01/2004","563 ft","529 ft","55 ft","55 ft","32 ft","23 ft","6593 tons","9040 tons","2447 tons","Steel hull, aluminum superstructure.","2","","Gas Turbines","24","272","US NAVY","","","","","07/21/2008"
"ACS 5","FLICKERTAIL STATE","FLICKERTAIL STATE (ACS 5)","(ex - C. V. LIGHTNING (MA 206))","CRANE SHIP","ACS 4","21810","MARAD Titled Vessel, Not Navy Owned","","10/27/2021","","","","","Bath Iron Works Corp.","11/30/1965","","02/14/1967","","05/11/1968","","02/21/1969","","","","610 ft","581 ft","78 ft","78 ft","31 ft","33 ft","13900 tons","31500 tons","17600 tons","Steel hull, steel superstructure.","1","","Steam Turbines","","","","","","","ACS 5 is/was titled with the United States Maritime Administration (MARAD) as part of the Ready Reserve Force (RRF). The Naval Vessel Register no longer tracks vessels of the RRF. Final disposition of vessel is controlled by MARAD.","11/03/2021"
"AE 32","FLINT","FLINT (AE 32)","","AMMUNITION SHIP","AE 26","20113","Disposed of by Navy title transfer to the Maritime Administration","","05/08/2014","","","","","Ingalls Shipbuilding Corp.","03/08/1968","11/20/1971","08/04/1969","11/08/2013","11/09/1970","08/04/1995","08/30/1971","","","11/08/2013","564 ft","540 ft","81 ft","81 ft","28 ft","28 ft","10371 tons","18600 tons","8229 tons","Steel hull, steel superstructure.","1","","Steam Turbines","28","375","","","","","","01/16/2018"
"BB 30","FLORIDA","FLORIDA (BB 30)","(ex - BATTLESHIP #30)","BATTLESHIP","BB 30","","Disposed of, sold for scrapping","","04/06/1931","","","","","Naval Shipyard New York","11/24/1908","09/15/1911","03/09/1909","","05/12/1910","02/16/1931","09/15/1911","","","04/06/1931","522 ft","510 ft","106 ft","","29 ft","","23700 tons","24800 tons","1100 tons","Steel hull, steel superstructure.","4","","Steam Turbines","81","1090","","","","","SCRAPPED UNDER THE TERMS OF THE LONDON NAVAL TREATY OF 1930. SCRAPPING WAS COMPLETED AT THE PHILADELPHIA NAVY YARD 4/6/1931 AND SCRAP MATERIALS SOLD ON 9/30/1932","07/23/2002"
"SSBN 728","FLORIDA","FLORIDA (SSBN 728)","","BALLISTIC MISSILE SUBMARINE (NUCLEAR-POWERED)","SSBN 726","21038","Reclassed, hull reclassed to - SSGN","","10/01/2002","","","","","General Dynamics Electric Boat","02/28/1975","06/18/1983","01/19/1981","","11/14/1981","","06/17/1983","","","","560 ft","","42 ft","","38 ft","","15282 tons","16821 tons","1539 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","13","140","US NAVY","General Dynamics Electric Boat","","","RECLASSED TO SSGN 728 IN OCT 2002","12/05/2019"
"SSGN 728","FLORIDA","USS FLORIDA (SSGN 728)","(ex - SSBN 728)","GUIDED MISSILE SUBMARINE (NUCLEAR-POWERED)","SSGN 726","21038","Active, in commission","U.S. ATLANTIC FLEET","10/01/2002","KINGS BAY, GA","","","Battle Force","General Dynamics Electric Boat","02/28/1975","06/18/1983","01/19/1981","","11/14/1981","","05/17/1983","","","","560 ft","","42 ft","","38 ft","","15282 tons","16821 tons","1539 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","13","140","US NAVY","General Dynamics Electric Boat","General Dynamics Electric Boat","PMS 392","SSGN 728 WAS DELIVERED FROM CONVERSION ON 08 APR 06 FROM NORFOLK NAVAL SHIPYARD, VA.","10/14/2021"
"ASR 9","FLORIKAN","FLORIKAN (ASR 9)","","SUBMARINE RESCUE SHIP","ASR 7","04709","Disposed of by Navy title transfer to the Maritime Administration","","07/28/2001","","","Suisun Bay Reserve Fleet, Benecia, CA","","MOORE SB & DD CO","12/30/1940","04/05/1943","09/30/1941","","01/14/1942","08/02/1991","04/05/1943","","","09/03/1991","251 ft","240 ft","44 ft","42 ft","20 ft","17 ft","1790 tons","2222 tons","432 tons","Steel hull, steel superstructure.","1","","Diesel Electric","10","98","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","10/11/2001"
"DD 884","FLOYD B PARKS","FLOYD B PARKS (DD 884)","","DESTROYER","DD 710","52184","Disposed of, by Navy Sale","","04/01/1974","","","","","","","07/31/1945","","","","","","","","07/02/1973","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","02/16/2011"
"LST 762","FLOYD COUNTY","FLOYD COUNTY (LST 762)","","TANK LANDING SHIP","LST 542","50762","Disposed of, by Navy Sale","","12/01/1975","","","","","","","","","","","","","","","04/01/1975","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/17/2001"
"AG 178","FLYER","FLYER (AG 178)","(ex - MC 1209)","AUXILIARY, GENERAL","AG 178","04724","Disposed of by MARAD sale","","04/27/1976","","","","","","","","","","","","","","","07/17/1975","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","09/20/2022"
"SSN 673","FLYING FISH","FLYING FISH (SSN 673)","","SUBMARINE (NUCLEAR-POWERED)","SSN 637","05154","Disposed of by submarine recycling","","10/15/1996","","","","","General Dynamics Electric Boat","07/15/1966","04/29/1970","06/30/1967","","05/17/1969","05/16/1996","04/29/1970","","","05/16/1996","290 ft","","32 ft","","30 ft","","4014 tons","4309 tons","295 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","14","95","","","","","","12/05/2019"
"DD 511","FOOTE","FOOTE (DD 511)","","DESTROYER","DD 448","04511","Disposed of, by Navy Sale","","02/01/1974","","","","","","","12/22/1942","","","","04/18/1946","","","","10/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","03/04/2002"
"MSO 445","FORCE","FORCE (MSO 445)","(ex - AM 445)","MINESWEEPER,OCEAN","MSO 422","07975","Disposed of by abandoning, burning, scuttling, or sinking","","04/24/1973","","","","","MARTINAC J. M. SHIPBUILDING CORP.","08/08/1951","01/04/1955","08/26/1952","","06/26/1953","","12/17/1954","","","04/24/1973","173 ft","","","","","","800 tons","","","Wood hull, (except engines and equipment).","2","","Diesel","","","US NAVY","","","","","09/09/2002"
"FFG 54","FORD","FORD (FFG 54)","","GUIDED MISSILE FRIGATE","FFG 7","21235","Disposed of in support of Fleet training exercise","","10/01/2019","","","","","Todd Shipyards Corp., Los Angeles Div.","05/22/1981","06/29/1985","07/16/1983","","06/23/1984","10/31/2013","05/31/1985","","","10/31/2013","453 ft","408 ft","47 ft","47 ft","26 ft","17 ft","3199 tons","4100 tons","901 tons","Steel hull, aluminum superstructure.","1","","Gas Turbines","19","200","","","","","","10/17/2019"
"DE 633","FOREMAN","FOREMAN (DE 633)","","ESCORT SHIP","DE 51","","Disposed of by Dismantling (Scrapping/Recycling)","","09/01/1966","","","","","Bethlehem Steel Co., Shipbuilding Div.","","10/22/1943","03/09/1943","","08/01/1943","06/28/1946","10/22/1943","","","04/01/1965","306 ft","","37 ft","","9 ft","","1400 tons","1740 tons","340 tons","Steel hull, steel superstructure.","2","","","","","","","","","","12/12/2017"
"DD 872","FORREST ROYAL","FORREST ROYAL (DD 872)","","DESTROYER","DD 710","52172","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","04/08/1971","","","","","","","06/29/1946","","","","","","","","02/01/1973","","","","","","","","","","","","","","","","TURKEY","","","","","03/04/2002"
"DD 931","FORREST SHERMAN","FORREST SHERMAN (DD 931)","","DESTROYER","DD 931","52191","Disposed of by Dismantling (Scrapping/Recycling)","","03/28/2016","","","","","Bath Iron Works Corp.","03/10/1951","11/09/1955","10/27/1953","","02/05/1955","11/05/1982","11/04/1955","","","07/27/1990","418 ft","","","","","","2780 tons","","","Steel hull, steel superstructure.","2","","Steam Turbines","","","","","","","CONTRACT AWARDED TO SOUTHERN RECYCLING LLC IN NEW ORLEANS, LA, FOR VESSEL DISMANTLING, DEMILITARIZATION AND RECYCLING.","12/12/2017"
"DDG 98","FORREST SHERMAN","USS FORREST SHERMAN (DDG 98)","","GUIDED MISSILE DESTROYER","DDG 51","23149","Active, in commission","U.S. ATLANTIC FLEET","01/28/2006","NORFOLK, VA","","","Battle Force","Northrop Grumman Ship Systems Ingalls Operations","03/06/1998","01/28/2006","08/12/2003","","06/30/2004","","08/08/2005","","","","510 ft","471 ft","66 ft","59 ft","32 ft","22 ft","7134 tons","9515 tons","2381 tons","Steel hull, steel superstructure.","2","","Gas Turbines","30","282","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"AVT 59","FORRESTAL","FORRESTAL (AVT 59)","(ex - CVB 59, CVA 59, CV 59)","AUXILIARY AIRCRAFT LANDING TRAINING SHIP","AVT 59","03359","Disposed of, sold for scrapping","","12/15/2015","","","","","Newport News Shipbuilding","07/12/1951","09/29/1955","07/14/1952","","12/11/1954","09/11/1993","09/29/1955","","","09/11/1993","1067 ft","990 ft","252 ft","130 ft","38 ft","37 ft","59468 tons","79015 tons","19547 tons","Steel hull, steel superstructure.","4","","Steam Turbine","495","4731","","","","","AVT 59 HAS BEEN SCRAPPED BY ALL STAR METALS LLC ON DECEMBER 15, 2015. CERTIFICATE OF SCRAPPING, DEMILITARIZATION AND HAZMAT DISPOSAL IS ON FILE.","01/12/2016"
"FFR 334","FORSTER","FORSTER (FFR 334)","(ex - DE 334, DER 334)","RADAR PICKET FRIGATE","FFR 334","53334","Disposed of through the Security Assistance Program (SAP), Foreign Military Sale or Lease","","09/01/1971","","","","","Consolidated Steel Corp. of Texas","08/01/1942","01/01/1944","08/31/1943","","11/01/1943","","01/01/1944","","","","306 ft","300 ft","37 ft","36 ft","14 ft","12 ft","1120 tons","","","Steel hull, steel superstructure.","2","","Diesel Engines","","","VIETNAM","","","","","07/14/2005"
"LSD 40","FORT FISHER","FORT FISHER (LSD 40)","","DOCK LANDING SHIP","LSD 36","20015","Disposed of by Dismantling (Scrapping/Recycling)","","01/14/2011","","","","","General Dynamics Corp.","05/02/1967","12/09/1972","07/15/1970","","04/22/1972","02/27/1998","11/08/1972","","","02/27/1998","553 ft","540 ft","84 ft","84 ft","20 ft","20 ft","8714 tons","14227 tons","5513 tons","Steel hull, steel superstructure.","2","","Steam Turbines","52","742","","","","","","12/12/2017"
"LPD 28","FORT LAUDERDALE","USS FORT LAUDERDALE (LPD 28)","(ex - FT LAUDERDALE)","AMPHIBIOUS TRANSPORT DOCK","LPD 17","3278A","Active, in commission","U.S. ATLANTIC FLEET","07/30/2022","NORFOLK, VA","","","Battle Force","Ingalls Shipbuilding Corp.","12/19/2016","07/30/2022","10/13/2017","","03/28/2020","","03/11/2022","","","","","","","","","","","","","","","","","","","US NAVY","Huntington Ingalls Industries - Ingalls Shipbuilding","","PMS 407","","08/02/2022"
